age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,num_companies_worked,over_time,percent_salary_hike,relationship_satisfaction,standard_hours,stock_option_level,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work,monthly_income_$,total_working_years
25,no,non-travel,13,1,unknown,2,M,3,1, sales representative ,3,unknown,1,unknown,11,3,full-time,0,3,7,0,6,yes,4121,7
32,no,travel_rarely,9,4,unknown,1,F,3,2, research scientist ,4,married,1,unknown,12,4,full-time,1,3,6,0,5,no,6322,6
47,yes,non-travel,27,2,life sciences,2,F,4,2, sales executive ,3,unknown,4,Yes,12,4,full-time,0,3,5,1,3,no,4625,8
30,no,travel_frequently,5,4,life sciences,2,M,2,1, research scientist ,4,divorced,9,No,12,2,part-time,1,2,5,0,3,yes,5633,10
45,no,non-travel,9,3,marketing,4,M,3,3, sales executive ,1,divorced,4,Yes,12,3,part-time,1,3,5,0,2,no,10761,18
36,no,travel_rarely,8,3,life sciences,1,M,2,1, human resources ,1,unknown,0,unknown,21,3,part-time,0,3,5,0,3,yes,6399,11
31,no,non-travel,11,4,unknown,4,M,3,1, research scientist ,4,unknown,3,unknown,19,2,full-time,1,3,6,0,2,yes,6399,11
37,no,travel_frequently,21,2,medical,3,F,3,1, sales representative ,4,married,5,unknown,15,2,part-time,1,3,5,0,0,no,2973,6
39,no,travel_rarely,2,3,life sciences,4,F,2,2, human resources ,4,unknown,8,No,11,3,part-time,2,3,5,0,4,no,5204,13
42,no,non-travel,14,2,unknown,3,F,2,2, sales executive ,3,unknown,7,unknown,17,1,part-time,0,3,5,0,3,yes,6399,11
30,no,travel_rarely,8,2,unknown,3,M,3,3, sales executive ,3,unknown,5,No,11,1,full-time,1,4,8,7,7,no,6399,11
50,no,non-travel,1,2,medical,4,M,3,4, research director ,4,divorced,9,No,22,3,full-time,1,2,5,1,3,yes,17399,32
59,no,travel_rarely,1,2,unknown,2,M,3,3, manager ,4,unknown,3,Yes,14,3,full-time,1,1,6,0,4,yes,7649,14
54,no,non-travel,2,4,life sciences,3,F,2,3, sales executive ,3,married,6,No,11,2,part-time,1,3,9,7,0,yes,7145,13
56,no,non-travel,9,3,medical,1,F,3,1, research scientist ,3,married,2,No,19,2,full-time,1,3,5,0,3,no,9665,18
48,no,non-travel,1,4,unknown,1,M,4,4, manager ,4,single,2,No,22,3,full-time,0,2,5,2,1,yes,16885,28
39,no,non-travel,9,3,life sciences,3,M,3,2, laboratory technician ,2,single,9,No,15,3,part-time,0,2,5,0,3,no,5129,9
35,no,travel_rarely,8,4,technical degree,3,M,3,1, human resources ,3,unknown,1,No,17,2,full-time,0,1,5,1,4,yes,4323,6
42,no,travel_rarely,4,4,marketing,2,M,3,2, sales executive ,1,single,7,No,13,4,part-time,0,3,6,1,5,no,5155,9
44,yes,non-travel,10,4,unknown,3,M,3,1, research scientist ,3,single,1,Yes,11,3,full-time,0,3,6,0,2,no,2936,6
29,no,travel_rarely,15,1,unknown,2,F,1,1, research scientist ,4,married,0,Yes,18,1,full-time,1,2,5,1,3,no,3617,6
33,no,non-travel,2,3,human resources,2,M,3,1, human resources ,3,unknown,1,No,13,4,full-time,1,3,5,1,4,yes,3113,5
54,no,travel_frequently,1,4,unknown,4,F,3,3, manufacturing director ,3,unknown,7,No,17,1,full-time,1,1,5,1,4,no,17225,33
46,no,non-travel,4,2,unknown,4,F,2,5, manager ,2,married,2,unknown,14,3,full-time,1,3,11,0,8,yes,18789,31
30,no,non-travel,9,2,medical,3,F,3,2, manufacturing director ,3,single,7,Yes,18,3,full-time,0,3,8,1,7,yes,5633,10
32,yes,travel_rarely,7,2,life sciences,4,M,3,2, laboratory technician ,3,unknown,1,unknown,18,1,full-time,1,3,10,1,1,yes,4883,9
40,yes,non-travel,25,4,unknown,4,M,2,3, sales executive ,2,single,2,Yes,12,3,part-time,0,3,5,1,0,yes,5129,9
34,no,non-travel,26,1,unknown,1,F,2,1, research scientist ,3,divorced,1,No,20,3,full-time,3,3,5,0,0,yes,2029,5
39,no,travel_rarely,21,4,unknown,1,M,2,2, sales executive ,4,married,3,unknown,12,4,full-time,2,4,5,1,4,no,4625,8
37,no,non-travel,4,1,unknown,3,M,3,1, research scientist ,3,married,7,Yes,15,4,full-time,0,3,6,1,3,no,2996,8
33,no,non-travel,41,1,life sciences,41,M,3,2, sales executive ,4,married,6,unknown,13,1,full-time,0,4,5,1,2,yes,4625,8
39,no,non-travel,25,2,unknown,3,M,3,3, healthcare representative ,3,unknown,3,No,21,2,full-time,1,3,6,0,5,no,7145,13
52,no,travel_rarely,8,4,other,3,F,3,1, laboratory technician ,1,married,9,No,13,3,full-time,0,1,5,0,4,yes,6641,12
36,no,non-travel,3,4,unknown,1,F,3,2, sales executive ,2,single,3,Yes,16,4,full-time,0,3,5,0,1,yes,9278,15
36,no,non-travel,47,4,life sciences,47,M,2,2, laboratory technician ,4,single,1,unknown,16,3,part-time,0,2,10,1,8,yes,5633,10
24,no,travel_rarely,4,1,unknown,4,F,3,2, sales executive ,3,married,1,Yes,12,3,full-time,2,3,5,0,3,yes,4162,7
34,no,travel_rarely,1,3,life sciences,4,F,2,1, laboratory technician ,2,unknown,5,No,17,1,full-time,1,2,5,0,2,no,4121,7
28,no,non-travel,5,3,unknown,4,M,3,2, sales executive ,1,single,0,unknown,18,4,full-time,0,3,5,1,3,yes,6399,11
33,no,travel_rarely,4,4,medical,1,F,2,1, laboratory technician ,2,unknown,8,No,11,4,full-time,0,3,5,0,2,yes,4625,8
47,no,travel_rarely,14,3,medical,3,F,3,2, sales executive ,3,married,3,unknown,17,3,part-time,1,2,5,1,2,yes,6399,11
40,yes,non-travel,9,4,life sciences,4,M,3,1, laboratory technician ,1,single,3,unknown,14,2,full-time,0,1,5,1,0,no,8153,15
45,no,travel_rarely,49,3,technical degree,49,M,3,1, research scientist ,4,married,4,No,20,4,full-time,1,3,5,0,3,yes,6399,11
40,no,travel_rarely,9,2,unknown,1,M,3,2, sales executive ,1,unknown,0,unknown,12,4,part-time,0,4,8,7,1,yes,6399,11
29,no,non-travel,2,1,life sciences,1,M,3,2, healthcare representative ,4,unknown,1,unknown,19,4,part-time,1,4,6,1,3,yes,8853,6
40,no,non-travel,14,2,life sciences,4,F,3,2, sales executive ,1,married,1,No,15,3,full-time,1,3,5,1,2,yes,3113,5
43,no,non-travel,27,3,unknown,4,M,4,1, laboratory technician ,2,divorced,5,unknown,12,3,full-time,1,3,6,0,2,no,4876,9
30,no,non-travel,7,3,unknown,2,M,2,1, research scientist ,2,unknown,1,No,12,2,full-time,1,2,6,1,1,yes,2141,6
38,no,non-travel,2,2,unknown,4,F,2,3, manufacturing director ,3,unknown,3,unknown,19,4,part-time,1,4,5,0,2,yes,7756,10
37,no,travel_rarely,10,3,unknown,2,F,3,1, research scientist ,2,married,1,unknown,11,1,full-time,1,1,8,7,7,no,3936,8
39,no,travel_rarely,12,3,medical,4,M,3,2, manufacturing director ,2,unknown,4,No,21,3,full-time,0,3,5,1,0,yes,6399,11
36,no,travel_rarely,11,2,life sciences,11,M,4,2, healthcare representative ,1,divorced,6,No,20,1,full-time,1,3,5,0,4,yes,6842,13
23,yes,travel_rarely,8,1,medical,4,M,2,1, laboratory technician ,3,single,1,unknown,11,1,part-time,0,3,5,1,2,yes,3989,5
35,no,non-travel,2,4,unknown,1,M,2,1, research scientist ,4,unknown,0,Yes,14,3,part-time,0,4,5,1,4,yes,4930,6
31,no,travel_frequently,24,1,technical degree,4,F,3,2, manufacturing director ,4,single,2,unknown,20,4,part-time,0,2,5,1,4,yes,5129,9
38,no,travel_rarely,6,2,other,4,F,2,1, laboratory technician ,3,married,1,No,11,2,full-time,1,3,5,0,4,yes,3702,5
35,no,non-travel,23,4,medical,2,M,1,1, laboratory technician ,3,married,0,unknown,16,2,full-time,1,4,5,0,3,yes,2705,6
40,no,non-travel,12,3,unknown,2,F,3,2, healthcare representative ,1,unknown,2,unknown,12,2,part-time,1,3,7,7,7,yes,4448,15
27,no,travel_frequently,48,2,unknown,48,F,3,1, laboratory technician ,4,single,0,Yes,14,3,part-time,0,2,5,0,2,yes,2379,6
41,no,non-travel,8,3,unknown,3,F,3,2, sales executive ,2,unknown,5,No,21,3,part-time,1,3,5,1,4,yes,7649,14
33,no,travel_rarely,15,4,marketing,2,M,3,2, sales executive ,3,single,1,No,14,2,full-time,0,2,10,0,9,no,5487,10
49,no,non-travel,2,1,life sciences,2,M,3,5, research director ,4,married,3,No,15,4,full-time,0,3,5,4,3,no,14705,28
36,no,non-travel,9,4,unknown,1,M,4,1, laboratory technician ,2,unknown,1,No,22,2,part-time,0,3,5,0,2,yes,2810,5
41,no,non-travel,3,3,life sciences,3,M,2,2, sales executive ,2,divorced,2,unknown,11,3,full-time,1,3,5,0,4,no,8938,14
29,no,non-travel,41,4,medical,41,F,2,1, research scientist ,1,single,1,No,14,2,part-time,0,1,5,0,4,yes,3113,5
31,no,non-travel,5,3,medical,2,M,3,2, manufacturing director ,1,unknown,0,No,19,2,full-time,0,3,9,1,7,yes,9936,10
36,yes,travel_rarely,9,4,life sciences,3,M,2,1, sales representative ,1,single,7,No,23,2,full-time,0,3,5,0,3,no,6399,11
43,no,travel_rarely,2,2,medical,4,F,4,1, research scientist ,3,unknown,1,No,12,4,full-time,2,2,5,1,4,no,3617,6
33,no,travel_frequently,18,3,life sciences,18,F,4,2, sales executive ,1,married,2,No,19,1,part-time,2,3,5,1,3,no,6399,11
44,no,non-travel,1,5,marketing,2,F,3,2, sales executive ,1,unknown,5,unknown,21,3,full-time,1,2,4,1,3,no,5454,9
38,no,non-travel,29,5,life sciences,4,F,3,2, laboratory technician ,4,single,1,No,11,4,full-time,0,3,10,9,9,yes,5633,10
50,no,non-travel,7,2,medical,2,F,2,5, research director ,3,divorced,5,unknown,12,4,full-time,1,2,27,13,8,no,18740,31
59,no,travel_frequently,1,1,unknown,1,F,2,2, sales executive ,3,single,7,No,11,4,part-time,0,2,4,1,3,no,5473,20
40,no,travel_frequently,1,4,life sciences,3,M,2,4, healthcare representative ,2,married,1,No,22,4,full-time,1,2,22,11,11,no,13503,22
54,no,travel_rarely,2,4,technical degree,1,F,3,3, research director ,3,unknown,9,No,12,1,part-time,1,1,4,0,3,no,13549,16
50,no,non-travel,47,3,unknown,1,F,3,5, research director ,2,unknown,3,Yes,19,1,full-time,0,2,8,0,7,yes,18172,28
54,no,non-travel,26,3,unknown,4,F,4,4, manager ,4,single,2,unknown,12,3,full-time,0,3,5,4,4,yes,6399,11
24,no,non-travel,18,1,life sciences,2,M,3,1, laboratory technician ,3,married,0,No,12,3,part-time,1,3,5,1,2,yes,2774,5
37,no,travel_rarely,3,3,life sciences,3,M,3,3, sales executive ,4,unknown,2,No,12,1,full-time,0,3,5,1,3,yes,6399,11
30,no,travel_rarely,2,1,unknown,2,M,2,1, laboratory technician ,4,single,0,No,13,4,full-time,0,3,5,1,2,yes,3617,6
34,no,travel_frequently,10,4,unknown,10,F,3,1, sales representative ,3,unknown,6,No,18,4,full-time,1,3,4,1,2,no,6399,11
57,no,travel_rarely,24,2,unknown,3,M,4,3, healthcare representative ,4,divorced,3,unknown,16,2,full-time,1,1,5,1,4,yes,9439,12
38,no,travel_rarely,1,4,life sciences,1,F,2,2, sales executive ,4,single,4,unknown,22,3,full-time,0,4,8,0,7,no,6641,12
41,yes,travel_rarely,20,2,marketing,2,F,3,1, sales representative ,2,unknown,1,Yes,22,4,full-time,0,2,4,0,2,yes,2609,4
42,no,non-travel,21,2,unknown,3,F,3,2, manufacturing director ,3,divorced,2,unknown,16,2,part-time,1,3,5,0,2,no,5265,11
34,no,non-travel,10,4,unknown,4,M,3,1, research scientist ,3,divorced,1,Yes,17,4,full-time,1,4,5,2,0,yes,3815,7
30,yes,non-travel,26,4,unknown,3,F,2,2, sales executive ,1,unknown,5,unknown,15,3,part-time,0,2,6,0,1,yes,5129,9
29,yes,travel_rarely,13,1,medical,13,M,2,1, research scientist ,4,single,1,unknown,13,3,part-time,0,3,4,0,1,yes,2389,4
32,no,non-travel,4,2,unknown,3,F,3,1, sales representative ,2,married,2,No,11,1,full-time,1,3,4,1,2,no,6399,11
25,no,non-travel,5,2,life sciences,2,M,4,2, healthcare representative ,1,unknown,1,No,12,4,full-time,2,3,6,1,5,yes,4000,6
53,no,non-travel,3,4,unknown,3,M,3,4, research director ,3,married,3,Yes,16,4,full-time,3,2,5,1,3,yes,17584,21
26,no,non-travel,11,2,medical,1,M,3,2, healthcare representative ,1,married,1,unknown,13,3,full-time,1,3,5,3,3,yes,3113,5
28,no,non-travel,8,2,unknown,4,F,3,1, research scientist ,4,unknown,1,No,21,4,part-time,0,3,5,0,2,yes,6399,11
28,no,travel_rarely,16,2,medical,2,M,4,2, healthcare representative ,1,single,0,unknown,19,3,full-time,0,3,8,0,7,yes,5661,9
58,no,non-travel,1,4,life sciences,4,M,1,2, healthcare representative ,3,divorced,2,Yes,13,4,full-time,1,3,5,1,2,yes,6399,11
27,no,travel_rarely,5,3,unknown,3,F,3,1, research scientist ,2,single,1,unknown,12,2,part-time,0,3,4,1,2,yes,2609,4
54,no,travel_frequently,20,4,life sciences,4,F,3,2, research scientist ,3,unknown,3,unknown,12,4,full-time,0,2,4,0,3,no,4869,20
40,no,travel_rarely,45,2,unknown,45,M,1,2, sales executive ,4,married,2,unknown,22,3,full-time,3,2,4,0,2,yes,6399,11
29,no,non-travel,2,3,life sciences,4,M,3,2, sales executive ,3,unknown,1,unknown,14,1,full-time,1,2,4,0,2,yes,4649,8
50,no,travel_rarely,10,3,unknown,4,M,2,3, healthcare representative ,4,unknown,6,No,15,4,full-time,0,3,4,1,3,no,10496,20
24,yes,travel_rarely,1,1,technical degree,1,F,3,1, sales representative ,2,single,1,Yes,16,2,full-time,0,3,5,1,4,yes,3617,6
30,no,non-travel,37,3,unknown,37,M,3,1, laboratory technician ,4,married,4,unknown,15,3,full-time,1,1,5,1,4,no,5129,9
34,no,non-travel,2,4,unknown,4,M,2,1, research scientist ,3,unknown,3,unknown,12,3,full-time,1,3,7,5,7,yes,2768,14
33,yes,travel_rarely,10,1,unknown,1,M,1,1, laboratory technician ,4,divorced,7,No,13,1,full-time,3,3,4,1,3,no,3408,8
36,no,non-travel,30,4,medical,2,M,3,3, sales executive ,4,single,1,unknown,14,4,part-time,0,2,10,9,7,yes,6399,11
41,no,non-travel,10,2,unknown,4,M,3,2, sales executive ,4,single,7,No,14,4,full-time,0,3,14,1,10,yes,6399,11
39,no,travel_frequently,8,1,unknown,3,F,3,1, laboratory technician ,3,married,1,No,11,1,full-time,1,3,8,0,7,yes,3755,7
26,no,travel_rarely,28,2,marketing,1,M,3,2, sales executive ,2,married,1,unknown,20,4,full-time,2,4,5,1,4,yes,6399,11
24,yes,travel_frequently,7,3,unknown,1,F,3,1, laboratory technician ,3,unknown,1,unknown,16,4,part-time,1,3,6,1,2,yes,3617,6
27,no,non-travel,6,4,unknown,1,F,2,1, research scientist ,3,divorced,0,No,12,3,full-time,2,2,5,0,3,yes,2187,6
27,yes,travel_rarely,2,1,marketing,3,M,3,1, sales representative ,1,divorced,0,No,11,2,full-time,1,3,4,0,2,yes,3113,5
50,yes,non-travel,8,2,technical degree,2,M,3,2, sales executive ,3,married,3,unknown,14,1,full-time,1,3,4,1,3,no,9665,18
23,no,travel_rarely,49,1,unknown,2,M,3,1, laboratory technician ,1,unknown,1,No,14,4,part-time,1,4,4,0,2,yes,3113,5
39,no,travel_rarely,24,3,unknown,3,F,4,2, human resources ,2,unknown,9,unknown,15,3,part-time,1,1,8,3,6,no,6399,11
52,no,non-travel,19,4,medical,4,M,3,1, research scientist ,4,unknown,0,No,18,1,full-time,1,3,4,1,2,yes,4258,8
26,yes,non-travel,8,3,unknown,4,M,2,2, sales executive ,1,single,6,No,17,3,full-time,0,2,4,1,2,yes,5326,9
54,no,non-travel,19,4,unknown,4,F,3,2, manufacturing director ,1,divorced,9,Yes,11,2,full-time,2,3,5,1,4,yes,5485,10
37,no,travel_rarely,10,1,life sciences,4,F,3,1, research scientist ,1,divorced,0,Yes,13,2,part-time,2,2,5,4,3,no,2782,5
50,no,travel_rarely,2,3,unknown,3,M,3,4, research director ,3,unknown,5,unknown,16,4,full-time,0,3,4,0,3,no,17639,29
42,no,non-travel,1,2,life sciences,4,F,2,2, manufacturing director ,4,married,9,unknown,13,4,full-time,1,3,4,0,2,no,6062,8
38,no,travel_frequently,12,3,unknown,1,M,2,2, healthcare representative ,1,unknown,2,unknown,15,3,part-time,1,2,4,1,2,no,6288,11
25,no,travel_rarely,2,1,medical,1,M,4,1, research scientist ,1,single,7,No,13,3,full-time,0,2,4,0,1,no,3424,6
32,no,non-travel,8,2,unknown,3,F,4,2, research scientist ,3,married,5,unknown,12,3,full-time,1,2,5,1,3,yes,5129,9
25,no,non-travel,3,1,unknown,3,M,3,2, sales executive ,1,unknown,1,Yes,18,4,full-time,0,3,5,0,3,yes,4194,5
42,no,non-travel,3,3,unknown,3,F,4,2, laboratory technician ,4,married,2,Yes,13,2,full-time,1,2,5,1,3,yes,9161,17
33,no,non-travel,3,2,human resources,4,M,3,1, human resources ,2,divorced,3,Yes,11,3,full-time,1,4,4,0,3,no,6399,11
29,no,travel_rarely,7,1,medical,1,F,2,1, laboratory technician ,4,unknown,6,No,14,3,part-time,3,3,4,0,3,no,2532,8
38,no,non-travel,10,3,unknown,3,F,3,2, sales executive ,4,unknown,1,Yes,13,2,part-time,0,3,5,1,3,yes,5666,6
45,no,travel_rarely,1,4,unknown,4,F,3,1, laboratory technician ,4,divorced,3,No,14,4,part-time,2,3,5,0,2,no,4625,8
31,no,travel_frequently,1,1,unknown,3,F,3,2, manufacturing director ,1,unknown,1,No,12,3,full-time,1,3,4,0,3,no,2609,4
22,no,non-travel,8,1,life sciences,2,M,1,1, laboratory technician ,1,unknown,1,unknown,15,1,full-time,1,2,4,1,1,yes,2609,4
59,no,travel_rarely,2,3,unknown,3,F,2,4, manufacturing director ,4,unknown,3,unknown,13,1,part-time,0,3,5,4,3,no,13726,23
45,no,non-travel,11,2,unknown,4,F,3,4, manager ,4,married,3,No,13,2,full-time,1,4,9,1,1,no,13697,26
45,no,travel_rarely,24,4,unknown,2,M,3,1, human resources ,2,unknown,1,No,16,1,full-time,0,3,6,0,4,yes,6399,11
37,no,travel_rarely,3,3,unknown,4,F,3,2, healthcare representative ,2,unknown,3,No,15,1,full-time,0,2,4,0,1,yes,4107,8
26,no,non-travel,26,1,medical,1,F,2,1, research scientist ,3,unknown,1,No,13,3,part-time,2,3,5,1,3,no,6399,11
26,no,non-travel,1,2,medical,1,M,2,1, laboratory technician ,1,married,1,No,16,1,full-time,2,3,5,1,3,yes,3617,6
28,no,non-travel,42,1,unknown,42,M,2,1, research scientist ,2,married,0,No,17,1,part-time,0,1,5,0,4,yes,6399,11
24,no,non-travel,24,3,medical,4,M,3,1, laboratory technician ,2,single,8,No,22,4,full-time,0,3,4,1,2,no,3597,6
30,no,travel_rarely,10,3,marketing,3,M,2,2, sales executive ,3,married,1,No,18,1,full-time,1,3,10,1,4,no,6399,11
43,yes,non-travel,9,3,unknown,1,F,1,2, sales executive ,3,single,8,No,13,2,full-time,0,2,4,1,3,yes,4121,7
30,no,travel_rarely,29,4,life sciences,3,M,3,2, sales executive ,1,divorced,8,unknown,19,3,full-time,3,3,4,0,3,no,4115,8
46,no,travel_rarely,2,4,technical degree,4,M,3,2, manufacturing director ,4,divorced,2,unknown,11,3,full-time,1,2,6,1,4,yes,6399,11
42,no,non-travel,2,5,unknown,4,M,4,2, human resources ,1,married,7,No,16,1,full-time,1,4,4,0,3,yes,6272,11
25,no,non-travel,10,4,life sciences,3,M,3,2, sales executive ,4,single,0,No,14,2,full-time,0,3,4,1,1,no,3113,5
27,no,non-travel,4,2,unknown,1,M,3,1, research scientist ,3,divorced,1,unknown,11,2,full-time,3,3,5,0,3,yes,2517,5
56,no,travel_rarely,8,4,life sciences,4,M,3,5, manager ,2,single,6,No,14,1,full-time,0,3,7,7,7,no,18737,36
41,no,travel_frequently,1,3,marketing,3,F,3,2, sales executive ,1,unknown,0,unknown,17,4,full-time,1,3,9,1,7,yes,6399,11
28,no,non-travel,26,3,life sciences,3,M,2,2, sales executive ,1,married,1,unknown,11,3,full-time,1,3,5,0,4,yes,3113,5
52,no,travel_frequently,28,2,unknown,4,F,4,4, manufacturing director ,3,married,2,unknown,11,2,full-time,1,2,5,0,2,yes,6399,11
26,no,travel_rarely,2,1,medical,1,M,2,1, research scientist ,4,single,0,No,12,4,full-time,0,3,4,1,1,yes,3904,5
49,yes,travel_frequently,28,2,unknown,1,M,2,2, laboratory technician ,1,unknown,3,No,20,1,part-time,0,3,4,1,3,yes,10673,20
34,no,travel_frequently,1,4,other,4,M,3,1, research scientist ,1,unknown,5,unknown,14,3,part-time,2,3,4,1,3,yes,5633,10
32,no,non-travel,7,5,marketing,4,M,3,2, sales executive ,4,unknown,4,unknown,12,3,part-time,1,3,4,0,3,yes,9204,7
33,no,non-travel,7,3,medical,4,M,3,2, sales executive ,1,unknown,0,No,14,1,full-time,2,3,4,0,3,no,4373,5
29,yes,non-travel,13,3,unknown,1,F,3,2, sales executive ,2,single,5,No,11,1,full-time,0,1,5,0,0,no,4121,7
30,no,non-travel,16,3,life sciences,3,M,3,1, human resources ,3,unknown,0,unknown,21,1,part-time,1,4,5,1,3,no,2064,6
23,no,non-travel,11,1,life sciences,11,M,3,2, laboratory technician ,3,single,0,No,14,2,full-time,0,3,4,1,2,no,3113,5
33,no,non-travel,25,3,unknown,4,M,2,2, manufacturing director ,2,unknown,1,No,13,4,full-time,0,3,5,0,2,yes,3113,5
35,no,non-travel,28,4,unknown,2,F,2,1, sales representative ,3,married,0,unknown,23,1,full-time,2,3,5,4,2,yes,2430,6
38,no,travel_frequently,10,4,unknown,3,M,3,2, human resources ,3,unknown,3,No,11,3,full-time,0,3,6,1,2,yes,5633,10
28,no,non-travel,27,3,unknown,2,F,1,2, manufacturing director ,1,divorced,0,unknown,21,2,full-time,1,2,5,0,0,yes,4877,6
37,no,non-travel,19,3,life sciences,3,M,3,2, manufacturing director ,3,unknown,3,No,17,1,full-time,3,2,4,0,2,no,6399,11
24,no,non-travel,2,1,technical degree,1,F,3,1, research scientist ,4,unknown,1,unknown,13,3,full-time,0,3,6,1,3,no,3760,6
36,no,non-travel,7,3,unknown,1,M,3,1, laboratory technician ,2,unknown,2,unknown,11,3,full-time,0,3,4,1,3,yes,2013,4
38,no,travel_frequently,2,3,unknown,4,F,2,1, laboratory technician ,2,unknown,1,unknown,22,2,full-time,0,3,4,3,3,no,2609,4
53,no,travel_rarely,24,4,medical,2,M,4,3, healthcare representative ,4,married,3,No,15,3,full-time,0,3,4,1,2,no,6137,11
37,no,travel_frequently,1,4,unknown,3,M,1,2, sales executive ,4,unknown,1,unknown,14,3,full-time,2,2,6,1,3,yes,3617,6
24,no,non-travel,12,3,medical,3,M,4,1, research scientist ,3,married,1,No,16,4,full-time,1,3,5,0,4,yes,3113,5
29,no,travel_rarely,9,4,medical,4,F,3,1, laboratory technician ,3,unknown,9,No,17,3,full-time,1,3,5,1,2,no,2974,6
32,no,travel_rarely,19,3,unknown,4,M,1,3, sales executive ,3,married,3,No,13,3,full-time,1,1,4,0,2,no,6399,11
42,no,travel_rarely,12,3,medical,2,M,3,1, laboratory technician ,2,divorced,8,No,22,2,full-time,3,2,5,0,4,yes,2766,7
41,no,non-travel,9,4,life sciences,3,M,3,1, laboratory technician ,1,divorced,1,No,20,2,part-time,2,3,5,0,4,yes,3113,5
44,yes,non-travel,1,2,unknown,3,M,3,1, research scientist ,2,unknown,1,Yes,12,3,full-time,3,2,5,2,3,yes,6399,11
28,no,travel_rarely,1,3,unknown,3,M,3,1, research scientist ,4,married,1,No,11,3,full-time,1,4,5,0,3,yes,3113,5
39,no,non-travel,10,1,medical,3,M,3,3, research director ,3,single,7,unknown,21,3,part-time,0,3,4,2,2,yes,6399,11
40,no,non-travel,2,2,life sciences,3,F,3,1, laboratory technician ,1,married,4,unknown,17,4,part-time,1,2,4,0,2,yes,3377,7
37,yes,travel_rarely,10,4,unknown,4,M,3,2, manufacturing director ,1,single,1,unknown,15,2,part-time,0,3,10,0,8,yes,4213,10
40,no,non-travel,1,3,unknown,3,F,3,2, healthcare representative ,4,unknown,4,unknown,17,4,full-time,1,3,5,0,3,yes,6513,12
26,no,travel_rarely,10,3,unknown,3,M,3,2, sales executive ,4,unknown,1,No,13,1,full-time,0,3,5,1,2,no,6399,11
42,no,non-travel,10,4,technical degree,3,M,3,1, research scientist ,3,married,3,No,22,2,full-time,2,2,6,3,3,no,5633,10
34,no,travel_rarely,4,3,unknown,3,M,3,3, sales executive ,4,married,2,Yes,13,4,full-time,3,3,5,1,0,yes,5129,9
37,no,travel_rarely,7,4,medical,4,M,3,2, research scientist ,1,unknown,5,unknown,22,3,full-time,1,3,5,0,4,yes,4284,16
27,no,non-travel,2,4,technical degree,2,M,3,1, research scientist ,2,unknown,1,No,11,3,full-time,1,2,5,1,2,no,2226,6
35,no,travel_rarely,18,4,unknown,2,M,3,2, sales executive ,1,unknown,0,unknown,16,4,full-time,1,1,5,0,4,yes,5561,10
28,no,non-travel,16,3,medical,3,M,3,1, research scientist ,3,single,1,No,14,3,full-time,0,2,5,1,4,yes,2144,5
29,no,non-travel,1,3,life sciences,1,M,3,2, healthcare representative ,1,married,0,No,12,1,full-time,1,2,5,0,2,no,5373,6
